Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Dicofre_ParishCode_of_Public_Transportation,Demand_weight
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.000058
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.154564
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.146066
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.130056
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.092459
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.091142
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.064962
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.054495
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.047561
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.046044
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.035885
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.024549
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.021717
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.019112
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.017587
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.012287
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.008546
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.00731
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.006422
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.005196
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.004245
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.001949
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.001141
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.001141
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.001101
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000754
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.000722
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000501
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000418
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000405
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.000394
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000345
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000157
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.00014
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000121
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,131218,0.000105
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000102
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000073
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,131217,0.000055
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000033
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000014
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000013
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.000013
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,110731,0.000013
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.000011
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,131210,0.00001
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,131216,0.000009
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.000009
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000009
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.000008
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,130601,0.000006
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.000006
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,131202,0.000004
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.000004
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,110728,0.000002
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,131211,0.000002
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,110707,0.000002
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,110730,0.000002
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,VALONGO,131503,0.000002
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0.000002
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,131203,0.000001
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,130609,0.000001
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,GONDOMAR,130408,0.000001
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,130608,0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,130617,0
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,SINTRA,111126,0
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,111516,0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,130619,0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,130616,0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MAIA,130603,0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,VALONGO,131501,0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,GONDOMAR,130412,0
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.232944
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.118159
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.10959
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.084106
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.051034
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.049089
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.046854
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.040399
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.039927
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.034305
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.025968
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.02413
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.017988
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.016016
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.015719
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.014854
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.012074
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.011098
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.01
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.009767
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.009199
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.006483
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.004015
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.003694
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.003661
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.003396
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.001671
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000832
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000533
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000402
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.000351
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.00026
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,131202,0.000245
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,131218,0.000169
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000156
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,131217,0.000149
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000134
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,131203,0.00011
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.000093
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000088
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000088
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0.00006
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.000044
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.000029
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000022
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000022
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.000014
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.000012
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VALONGO,131506,0.000009
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LOURES,110731,0.000006
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,131216,0.000005
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,131210,0.000003
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MAIA,130619,0.000003
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000002
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MAIA,130609,0.000002
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VALONGO,131505,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PAREDES,131001,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PAREDES,131013,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,SANTO TIRSO,131401,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PAREDES,131011,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,GONDOMAR,130413,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,GONDOMAR,130412,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,131211,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VALONGO,131501,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PAREDES,131019,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131702,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131703,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131712,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131728,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131723,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000001
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LOURES,110728,0
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,AMADORA,111515,0
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.415096
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.10272
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.06599
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.056444
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.055002
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.036746
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.035935
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.032796
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.028876
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.025406
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.023912
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.014806
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.014239
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.013677
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.013599
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.012776
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.01251
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.009714
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.009188
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.003942
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.003739
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.003719
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.0033
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.001249
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000755
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,PORTO,131210,0.000575
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000515
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.000473
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000245
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000221
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.000218
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000206
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000206
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000205
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,VALONGO,131503,0.000185
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.000167
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,110726,0.00011
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000089
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000063
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000063
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.000055
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.000049
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,VALONGO,131501,0.00004
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,PORTO,131211,0.000036
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,110731,0.000034
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000023
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.000019
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000015
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000011
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MAIA,130601,0.000005
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,GONDOMAR,130412,0.000005
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,GONDOMAR,130408,0.000005
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0.000005
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MAIA,130603,0.000005
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,PORTO,131202,0.000004
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MAIA,130617,0.000004
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.000003
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,110707,0.000003
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,110730,0.000003
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000001
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0.000001
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.264795
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.231253
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.093472
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.0783
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.051517
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.047371
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.037104
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.035626
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.022592
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.022479
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.021663
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.011709
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.010902
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.01083
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.009393
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.009177
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.007933
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LOURES,110726,0.007153
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LOURES,110727,0.006602
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.005358
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.004581
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.002888
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.002261
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.001545
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.001415
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.000804
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000501
R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,PORTO,131218,0.00018
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000098
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000078
R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,PORTO,131216,0.000063
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000053
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000052
R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,MAIA,130601,0.000041
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000037
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000037
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LOURES,110731,0.000034
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.000024
R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,PORTO,131217,0.000014
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000008
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LOURES,110728,0.000008
R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,PORTO,131211,0.000006
R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.000006
R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.000006
