,Ora,C1,C2,C3,C4,C5,date_hour,day,Log_Avg,No. of Visitors,index,numero_presenze,dettaglio(secondi),temp,winds,rainfall_mm,snowfall_mm,is_match_pad,is_home_pad,count_close,count_open,final_date,count_complaint,dat_hr,n,flow_mean,flow_sd,flow_median,speed_mean,speed_sd,speed_median,date,Day,Holiday,isHoliday
6087,15,61.2,60.0,60.9,62.6,64.7,2018-09-11 15:00:00,4,62.21123859641531,180.0,,,,12.439999999999998,,0.029000000000000005,14.300000000000002,0.0,0.0,54.0,,09-11-18 15:00,0.0,09-11-18 15:00,1065.0,9144.808,4829.751,8166.0,332.074,132.408,302.045,11-09-18,,,0
6088,16,61.2,63.1,60.4,63.0,64.1,2018-09-11 16:00:00,4,62.56339123260729,188.0,,,,12.270000000000039,,0.01,13.733333333333334,0.0,0.0,,,09-11-18 16:00,0.0,09-11-18 16:00,1072.0,9644.825,5271.326999999998,8556.0,326.2270000000001,131.197,299.665,11-09-18,,,0
6089,17,61.4,60.5,60.0,63.1,63.8,2018-09-11 17:00:00,4,62.010131138028484,226.0,,,,12.040000000000019,,0.003,12.8,0.0,0.0,,12.0,09-11-18 17:00,0.0,09-11-18 17:00,962.0,11530.305,6464.702000000001,10236.0,303.4240000000001,113.069,290.7800000000001,11-09-18,,,0
6090,18,61.2,60.7,64.2,62.6,63.6,2018-09-11 18:00:00,4,62.664194330315404,225.0,,,,11.439999999999998,,-0.007000000000000001,12.533333333333333,0.0,0.0,6.0,24.0,09-11-18 18:00,0.0,09-11-18 18:00,1037.0,11080.553,6443.844000000001,9744.0,294.56699999999995,111.14600000000002,279.135,11-09-18,,,0
6091,19,62.1,60.8,61.5,62.8,63.2,2018-09-11 19:00:00,4,62.1650206262788,265.0,,,,11.420000000000016,,0.009000000000000001,12.566666666666668,0.0,0.0,6.0,108.0,09-11-18 19:00,0.0,09-11-18 19:00,1035.0,10370.29,6068.146000000002,8988.0,315.4000000000001,124.054,293.61,11-09-18,,,0
6092,20,60.2,60.2,60.3,63.2,62.7,2018-09-11 20:00:00,4,61.53336704714932,310.0,,,,11.379999999999995,,-0.01,12.366666666666667,0.0,0.0,,12.0,09-11-18 20:00,0.0,09-11-18 20:00,1220.0,7380.518,4450.008,6588.0,339.20699999999994,136.875,306.22000000000014,11-09-18,,,0
6093,21,58.4,57.7,61.5,62.8,60.9,2018-09-11 21:00:00,4,60.66619704267193,317.0,,,,11.290000000000019,,0.009000000000000001,12.366666666666667,0.0,0.0,6.0,,09-11-18 21:00,0.0,09-11-18 21:00,1235.0,4423.189,2656.3379999999997,4014.0,357.487,144.852,320.8300000000001,11-09-18,,,0
6094,22,59.2,58.8,63.4,62.5,59.3,2018-09-11 22:00:00,4,61.07719994453271,501.0,,,,11.230000000000016,,-0.01,12.4,0.0,0.0,12.0,6.0,09-11-18 22:00,0.0,09-11-18 22:00,1233.0,4198.475,2639.808,3768.0,356.87699999999995,143.531,320.735,11-09-18,,,0
6095,23,58.2,63.1,65.4,63.3,58.5,2018-09-11 23:00:00,4,62.56029822009441,966.0,,,,11.230000000000016,,-0.003,12.433333333333332,0.0,0.0,72.0,,09-11-18 23:00,0.0,09-11-18 23:00,1128.0,3571.592,2030.645,3348.0,329.7639999999999,136.013,293.77,11-09-18,,,0
6096,0,58.5,58.7,64.0,64.1,57.4,2018-09-12 00:00:00,6,61.511294422613894,1416.0,,,,4.160000000000025,,-0.0033333333333333327,5.0,0.0,0.0,72.0,,09-12-18 00:00,0.0,09-12-18 00:00,1026.0,4555.991,2821.438,4128.0,372.162,130.995,337.395,12-09-18,,,0
6097,1,57.7,53.4,61.0,62.4,53.7,2018-09-12 01:00:00,6,59.07279003320488,1016.0,,,,4.470000000000027,,-0.003,4.033333333333333,0.0,0.0,12.0,,09-12-18 01:00,0.0,09-12-18 01:00,1097.0,2927.967,1951.347,2580.0,356.769,135.94799999999998,322.38,12-09-18,,,0
6098,2,48.4,49.9,51.9,60.3,52.1,2018-09-12 02:00:00,6,54.928968829632716,437.0,,,,3.6800000000000064,,-0.002,4.2,0.0,0.0,6.0,,09-12-18 02:00,0.0,09-12-18 02:00,1088.0,1843.565,1283.1159999999998,1578.0,365.145,143.493,326.855,12-09-18,,,0
6099,3,50.7,44.4,48.2,57.2,46.4,2018-09-12 03:00:00,6,51.92879782599405,107.0,,,,3.580000000000041,,-0.003,4.9,0.0,0.0,18.0,,09-12-18 03:00,0.0,09-12-18 03:00,1057.0,1336.774,910.287,1149.0,366.684,142.489,328.94499999999994,12-09-18,,,0
6100,4,44.0,45.4,44.7,52.2,50.0,2018-09-12 04:00:00,6,48.51580380831841,54.0,,,,2.8900000000000428,,-0.003,3.8666666666666667,0.0,0.0,12.0,,09-12-18 04:00,0.0,09-12-18 04:00,1040.0,965.944,741.0989999999999,780.0,366.226,145.81399999999996,326.49,12-09-18,,,0
6101,5,46.6,46.0,46.3,52.2,54.7,2018-09-12 05:00:00,6,50.71334820700022,42.0,,,,3.240000000000009,,-0.002,2.2,0.0,0.0,,,09-12-18 05:00,0.0,09-12-18 05:00,1010.0,943.953,646.716,816.0,360.148,137.398,325.785,12-09-18,,,0
6102,6,54.0,48.9,47.4,53.7,57.8,2018-09-12 06:00:00,6,53.876566965326674,44.0,,,,4.340000000000032,,-0.002,1.7,0.0,0.0,,6.0,09-12-18 06:00,0.0,09-12-18 06:00,1002.0,1249.205,953.934,1062.0,356.92400000000004,134.45600000000002,324.135,12-09-18,,,0
6103,7,62.9,58.9,67.8,57.6,62.7,2018-09-12 07:00:00,6,63.49829600990383,53.0,,,,6.330000000000041,,-0.001,1.2,0.0,0.0,,18.0,09-12-18 07:00,0.0,09-12-18 07:00,974.0,1621.694,1169.197,1392.0,359.73400000000004,132.871,325.475,12-09-18,,,0
6104,8,63.0,59.8,65.9,62.7,63.7,2018-09-12 08:00:00,6,63.442752264737265,72.0,,,,6.610000000000013,,-0.002,2.2333333333333334,0.0,0.0,,18.0,09-12-18 08:00,0.0,09-12-18 08:00,988.0,2556.552,1820.982,2199.0,358.251,131.311,327.295,12-09-18,,,0
6105,9,66.3,60.9,64.6,61.1,64.3,2018-09-12 09:00:00,6,63.930442435350805,89.0,,,,7.670000000000017,,-0.005,3.6666666666666665,0.0,0.0,,,09-12-18 09:00,0.0,09-12-18 09:00,996.0,4425.032999999999,3011.9680000000008,3696.0,352.58099999999996,125.89299999999999,323.365,12-09-18,,,0
6106,10,60.8,60.1,65.0,59.8,63.5,2018-09-12 10:00:00,6,62.34595672749585,101.0,,,,8.689999999999998,,-0.002,5.8,0.0,0.0,,6.0,09-12-18 10:00,0.0,09-12-18 10:00,966.0,5991.201,3942.042,5208.0,350.015,123.48,320.94999999999993,12-09-18,,,0
6107,11,61.5,60.6,65.2,60.8,64.1,2018-09-12 11:00:00,6,62.85317034876055,115.0,,,,12.180000000000007,,-0.002,9.466666666666667,0.0,0.0,,6.0,09-12-18 11:00,0.0,09-12-18 11:00,941.0,6789.3730000000005,4522.587,5778.0,346.66600000000005,122.377,318.1500000000001,12-09-18,,,0
6108,12,60.8,61.1,65.3,61.0,64.5,2018-09-12 12:00:00,6,62.99126394727754,153.0,,,,14.080000000000037,,-0.012,13.0,0.0,0.0,,84.0,09-12-18 12:00,0.0,09-12-18 12:00,987.0,7262.388999999999,4847.404,6282.0,345.107,122.00900000000004,317.1,12-09-18,,,0
6109,13,60.2,61.3,61.1,60.8,64.1,2018-09-12 13:00:00,6,61.73594208626241,216.0,,,,14.110000000000017,,-0.009000000000000001,14.699999999999998,0.0,0.0,6.0,,09-12-18 13:00,0.0,09-12-18 13:00,881.0,4875.792,2883.6540000000005,4458.0,345.654,116.22799999999998,321.435,12-09-18,,,0
6110,14,60.3,60.2,60.7,60.5,63.7,2018-09-12 14:00:00,6,61.30963372042528,198.0,,,,14.710000000000036,,-0.008,16.066666666666666,0.0,0.0,18.0,,09-12-18 14:00,0.0,09-12-18 14:00,860.0,5078.0239999999985,2657.567,4584.0,333.5250000000001,108.883,312.145,12-09-18,,,0
6111,15,59.4,60.5,60.1,60.5,63.8,2018-09-12 15:00:00,6,61.16416878759617,162.0,,,,13.370000000000005,,-0.009000000000000001,14.866666666666667,0.0,0.0,60.0,,09-12-18 15:00,0.0,09-12-18 15:00,790.0,6604.415000000001,3462.724,6090.0,333.18,111.117,310.35,12-09-18,,,0
6112,16,59.7,61.3,59.3,60.4,64.1,2018-09-12 16:00:00,6,61.33553546434367,152.0,,,,12.830000000000037,,-0.01,13.366666666666665,0.0,0.0,,12.0,09-12-18 16:00,0.0,09-12-18 16:00,876.0,8102.547,5799.618,6936.0,342.131,114.24700000000001,321.825,12-09-18,,,0
6113,17,60.4,59.9,58.9,61.3,64.2,2018-09-12 17:00:00,6,61.35399408123341,172.0,,,,10.129999999999997,,-0.008,12.933333333333332,0.0,0.0,,,09-12-18 17:00,0.0,09-12-18 17:00,958.0,8522.541999999998,6193.869000000001,7206.0,335.4410000000001,110.65799999999999,316.545,12-09-18,,,0
6114,18,61.5,60.1,64.5,61.1,65.2,2018-09-12 18:00:00,6,62.94632603353953,197.0,,,,9.680000000000009,,-0.008,12.966666666666667,0.0,0.0,6.0,24.0,09-12-18 18:00,0.0,09-12-18 18:00,866.0,8835.738000000001,5981.179000000001,7758.0,349.191,107.37800000000004,330.17500000000007,12-09-18,,,0
6115,19,61.6,61.8,61.2,62.1,63.2,2018-09-12 19:00:00,6,62.034878407320534,211.0,,,,9.450000000000044,,-0.009000000000000001,12.333333333333336,0.0,0.0,,96.0,09-12-18 19:00,0.0,09-12-18 19:00,965.0,8006.651999999999,5395.305999999999,6999.0,341.75799999999987,117.73899999999999,317.28,12-09-18,,,0
6116,20,61.3,59.6,59.7,61.9,61.6,2018-09-12 20:00:00,6,60.92614297039009,240.0,,,,10.379999999999997,,-0.009000000000000001,11.966666666666667,0.0,0.0,,,09-12-18 20:00,0.0,09-12-18 20:00,1121.0,5277.607,4042.955,4500.0,354.1210000000001,126.6,324.835,12-09-18,,,0
6117,21,59.4,60.3,64.8,60.9,59.3,2018-09-12 21:00:00,6,61.48839565958674,230.0,,,,7.400000000000035,,-0.007000000000000001,11.966666666666667,0.0,0.0,6.0,,09-12-18 21:00,0.0,09-12-18 21:00,1137.0,3737.382,2742.242,3252.0,360.367,131.539,329.015,12-09-18,,,0
6118,22,59.6,60.3,65.4,60.1,59.8,2018-09-12 22:00:00,6,61.71971123693702,219.0,,,,7.900000000000035,,-0.003,9.933333333333334,0.0,0.0,6.0,,09-12-18 22:00,0.0,09-12-18 22:00,1128.0,3258.039,2279.49,2778.0,362.092,133.83100000000002,329.5250000000001,12-09-18,,,0
6119,23,59.8,58.9,65.6,59.9,59.7,2018-09-12 23:00:00,6,61.62714428581448,146.0,,,,6.629999999999996,,-0.004,7.833333333333332,0.0,0.0,78.0,,09-12-18 23:00,0.0,09-12-18 23:00,1056.0,2614.1820000000002,1738.4340000000002,2325.0,331.98,122.773,301.80000000000007,12-09-18,,,0
6120,0,58.6,56.4,65.2,60.2,57.7,2018-09-13 00:00:00,3,60.86945747800183,,,,,20.06,,0.0033333333333333327,20.7,0.0,0.0,60.0,,13-09-18 00:00,0.0,13-09-18 00:00,1016.0,2090.0940000000005,1384.311,1842.0,395.162,154.217,353.2750000000001,13-09-18,,,0
6121,1,55.2,54.4,60.5,57.4,54.1,2018-09-13 01:00:00,3,57.05034152968467,,,,,19.78000000000003,,0.007000000000000001,20.166666666666668,0.0,0.0,12.0,,13-09-18 01:00,0.0,13-09-18 01:00,919.0,1054.208,695.829,936.0,371.801,131.73000000000002,344.3400000000001,13-09-18,,,0
6122,2,51.2,47.9,53.0,54.9,47.7,2018-09-13 02:00:00,3,51.82372028035062,,,,,20.44,,0.009000000000000001,19.6,0.0,0.0,12.0,,13-09-18 02:00,0.0,13-09-18 02:00,996.0,626.7180000000001,444.006,504.0,379.319,163.67999999999995,331.255,13-09-18,,,0
6123,3,47.8,43.1,46.6,50.6,49.0,2018-09-13 03:00:00,3,48.070346147943546,,,,,19.160000000000025,,0.012,19.0,0.0,0.0,6.0,,13-09-18 03:00,0.0,13-09-18 03:00,936.0,469.655,368.897,378.0,370.55699999999996,158.82200000000003,328.61999999999995,13-09-18,,,0
6124,4,45.2,46.0,44.8,49.6,49.8,2018-09-13 04:00:00,3,47.63163875618304,,,,,18.840000000000032,,0.012,18.9,0.0,0.0,6.0,,13-09-18 04:00,0.0,13-09-18 04:00,971.0,576.875,494.29699999999997,408.0,372.38,155.842,329.67,13-09-18,,,0
6125,5,46.5,46.2,45.8,50.8,54.3,2018-09-13 05:00:00,3,50.117853480432615,,,,,18.56,,0.016,18.766666666666666,0.0,0.0,,,13-09-18 05:00,0.0,13-09-18 05:00,1008.0,1557.598,1395.461,1101.0,361.351,147.55200000000002,324.715,13-09-18,,,0
6126,6,50.1,49.1,44.5,56.0,59.8,2018-09-13 06:00:00,3,54.95515458565188,,,,,18.57000000000005,,0.018000000000000002,18.633333333333336,0.0,0.0,,6.0,13-09-18 06:00,0.0,13-09-18 06:00,1008.0,3383.653,2550.689,2760.0,360.33800000000014,143.44400000000005,325.57499999999993,13-09-18,,,0
6127,7,62.5,60.8,66.2,61.6,62.1,2018-09-13 07:00:00,3,63.10331605655555,,,,,20.210000000000036,,0.016999999999999998,18.933333333333334,0.0,0.0,,30.0,13-09-18 07:00,0.0,13-09-18 07:00,931.0,9472.415,6174.889000000001,7974.0,317.0080000000001,126.82500000000002,293.14,13-09-18,,,0
6128,8,61.9,60.7,64.6,64.3,63.9,2018-09-13 08:00:00,3,63.32599599591907,,,,,21.730000000000015,,0.012,19.266666666666666,0.0,0.0,,12.0,13-09-18 08:00,0.0,13-09-18 08:00,959.0,11744.345,6724.248000000001,10068.0,296.127,118.76599999999998,280.58,13-09-18,,,0
6129,9,65.4,60.9,63.3,63.5,64.8,2018-09-13 09:00:00,3,63.83609735357098,,,,,23.879999999999995,,0.009000000000000001,22.43333333333333,0.0,0.0,,,13-09-18 09:00,0.0,13-09-18 09:00,974.0,9220.988,5334.219000000001,8166.0,326.824,128.34400000000002,298.32,13-09-18,,,0
6130,10,60.7,59.5,64.0,63.5,63.3,2018-09-13 10:00:00,3,62.530819167620784,,,,,24.980000000000015,,0.002,25.73333333333333,0.0,0.0,,,13-09-18 10:00,0.0,13-09-18 10:00,959.0,8128.248,4442.019,7392.0,341.269,137.291,306.73,13-09-18,,,0
6131,11,61.7,60.3,66.3,63.2,63.4,2018-09-13 11:00:00,3,63.46097825306554,,,,,26.06,,0.0,27.7,0.0,0.0,,6.0,13-09-18 11:00,0.0,13-09-18 11:00,948.0,7867.3600000000015,4130.337,7392.0,346.48799999999994,146.648,310.19,13-09-18,,,0
6132,12,61.4,61.7,63.3,63.2,62.7,2018-09-13 12:00:00,3,62.527966422985095,,,,,27.02000000000004,,0.008,29.8,0.0,0.0,,90.0,13-09-18 12:00,1.0,13-09-18 12:00,968.0,8150.012,4180.235,7554.0,340.74800000000005,145.48399999999995,306.93499999999995,13-09-18,,,0
6133,13,59.6,62.4,61.1,62.0,64.6,2018-09-13 13:00:00,3,62.25670315488043,,,,,27.850000000000023,,0.008,30.5,0.0,0.0,,,13-09-18 13:00,0.0,13-09-18 13:00,952.0,7702.760999999998,4257.919,6996.0,347.152,147.768,311.335,13-09-18,,,0
6134,14,61.3,62.2,62.2,62.4,64.8,2018-09-13 14:00:00,3,62.75352328195049,,,,,28.18000000000001,,0.006,31.16666666666667,0.0,0.0,36.0,,13-09-18 14:00,0.0,13-09-18 14:00,852.0,8728.809000000001,5029.986000000001,7884.0,360.7240000000001,145.692,330.015,13-09-18,,,0
6135,15,60.7,60.3,61.4,62.7,63.9,2018-09-13 15:00:00,3,62.01047208469258,,,,,27.980000000000015,,0.0,31.73333333333333,0.0,0.0,54.0,,13-09-18 15:00,0.0,13-09-18 15:00,855.0,8574.775,4722.089000000001,7842.0,343.886,148.98999999999995,308.25500000000005,13-09-18,,,0
6136,16,61.8,61.8,61.6,63.4,64.0,2018-09-13 16:00:00,3,62.63504000411884,,,,,27.120000000000005,,0.016999999999999998,32.4,0.0,0.0,,,13-09-18 16:00,0.0,13-09-18 16:00,936.0,9233.866,5046.187,8466.0,333.32099999999997,144.881,301.145,13-09-18,,,0
6137,17,62.0,60.0,60.3,63.3,63.9,2018-09-13 17:00:00,3,62.17435695516984,,,,,25.600000000000023,,0.019,31.7,0.0,0.0,,12.0,13-09-18 17:00,0.0,13-09-18 17:00,899.0,10802.583,6182.048000000002,9768.0,313.8280000000001,131.32299999999998,292.475,13-09-18,,,0
6138,18,60.7,60.5,64.7,62.9,63.9,2018-09-13 18:00:00,3,62.856778484367894,,,,,23.920000000000016,,0.005,28.7,0.0,0.0,6.0,24.0,13-09-18 18:00,0.0,13-09-18 18:00,938.0,11289.687,6539.141,10188.0,306.144,128.21699999999998,287.51,13-09-18,,,0
6139,19,61.8,60.6,62.4,62.6,63.5,2018-09-13 19:00:00,3,62.28294477320983,,,,,23.330000000000037,,0.006,26.33333333333333,0.0,0.0,6.0,108.0,13-09-18 19:00,0.0,13-09-18 19:00,944.0,10038.131,5792.645,9078.0,324.481,139.797,297.00499999999994,13-09-18,,,0
6140,20,61.1,59.7,61.1,62.5,61.4,2018-09-13 20:00:00,3,61.25052750792286,,,,,20.95000000000005,,0.018000000000000002,25.266666666666666,0.0,0.0,,12.0,13-09-18 20:00,0.0,13-09-18 20:00,1099.0,6725.445999999999,4165.175,6096.0,346.16,143.519,309.4650000000001,13-09-18,,,0
6141,21,59.4,59.1,63.3,61.4,60.4,2018-09-13 21:00:00,3,61.00275310880295,,,,,19.330000000000037,,0.011000000000000001,24.73333333333333,0.0,0.0,6.0,,13-09-18 21:00,0.0,13-09-18 21:00,1113.0,4279.615000000002,2704.1420000000007,3870.0,358.721,146.83900000000003,322.205,13-09-18,,,0
6142,22,59.8,58.7,64.1,61.5,60.1,2018-09-13 22:00:00,3,61.272687069203826,,,,,19.19,,0.589,21.133333333333333,0.0,0.0,18.0,6.0,13-09-18 22:00,0.0,13-09-18 22:00,1117.0,3900.947,2554.2110000000002,3492.0,363.146,148.32600000000005,326.4650000000001,13-09-18,,,0
6143,23,61.2,58.3,62.4,61.4,60.0,2018-09-13 23:00:00,3,60.872506303563,,,,,19.04000000000002,,0.191,19.433333333333334,0.0,0.0,78.0,,13-09-18 23:00,0.0,13-09-18 23:00,1016.0,2846.573,1788.7469999999996,2598.0,329.083,139.563,291.9050000000001,13-09-18,,,0
6144,0,59.2,57.4,59.5,60.5,58.7,2018-09-14 00:00:00,4,59.17598374437863,,,,,18.610000000000014,,-0.0033333333333333327,18.8,0.0,0.0,66.0,,14-09-18 00:00,0.0,14-09-18 00:00,894.0,2170.528,1362.5120000000002,1896.0,408.4500000000001,153.91899999999998,376.03,14-09-18,,,0
6145,1,55.9,55.4,56.5,57.7,56.9,2018-09-14 01:00:00,4,56.55347472753107,,,,,18.220000000000027,,-0.016,18.33333333333333,0.0,0.0,12.0,,14-09-18 01:00,0.0,14-09-18 01:00,1037.0,1070.28,733.8800000000001,900.0,369.885,157.251,325.795,14-09-18,,,0
6146,2,49.8,52.6,50.8,55.5,54.2,2018-09-14 02:00:00,4,53.07725308981033,,,,,18.02000000000004,,-0.003,18.1,0.0,0.0,12.0,,14-09-18 02:00,0.0,14-09-18 02:00,954.0,646.6020000000002,439.353,540.0,379.19699999999995,168.148,328.335,14-09-18,,,0
6147,3,45.5,48.5,45.8,51.0,47.7,2018-09-14 03:00:00,4,48.18320614538257,,,,,17.870000000000005,,-0.002,17.866666666666667,0.0,0.0,6.0,,14-09-18 03:00,0.0,14-09-18 03:00,861.0,470.064,359.741,378.0,382.57200000000006,170.321,328.56,14-09-18,,,0
6148,4,45.8,45.4,45.7,49.8,51.5,2018-09-14 04:00:00,4,48.408575023255295,,,,,17.02000000000004,,0.004999999999999999,17.7,0.0,0.0,6.0,,14-09-18 04:00,0.0,14-09-18 04:00,943.0,600.564,491.292,462.0,374.70300000000003,156.42200000000003,329.69999999999993,14-09-18,,,0
6149,5,50.3,46.3,48.1,50.6,56.1,2018-09-14 05:00:00,4,51.68244579363425,,,,,17.400000000000034,,-0.005,17.366666666666664,0.0,0.0,,,14-09-18 05:00,0.0,14-09-18 05:00,985.0,1592.9420000000002,1420.441,1134.0,365.825,151.343,325.42,14-09-18,,,0
6150,6,56.3,49.7,43.0,56.1,58.7,2018-09-14 06:00:00,4,55.28543429849255,,,,,17.660000000000025,,0.018000000000000002,17.233333333333334,0.0,0.0,,6.0,14-09-18 06:00,0.0,14-09-18 06:00,962.0,3496.052000000001,2686.455000000001,2700.0,361.82199999999995,145.17,325.535,14-09-18,,,0
6151,7,60.7,56.6,66.5,61.5,62.0,2018-09-14 07:00:00,4,62.59892498330193,,,,,18.77000000000004,,0.018000000000000002,17.566666666666666,0.0,0.0,,30.0,14-09-18 07:00,0.0,14-09-18 07:00,857.0,10156.35,6451.245999999999,8310.0,337.88699999999994,127.45100000000001,316.18,14-09-18,,,0
6152,8,62.4,64.1,62.1,64.9,63.5,2018-09-14 08:00:00,4,63.52530712775882,,,,,20.82000000000005,,0.022222222222222227,18.966666666666672,0.0,0.0,,12.0,14-09-18 08:00,0.0,14-09-18 08:00,921.0,11615.823999999999,6600.172000000001,10020.0,294.268,119.13799999999999,280.75,14-09-18,,,0
6153,9,65.2,63.7,63.7,64.2,64.5,2018-09-14 09:00:00,4,64.29701252040712,,,,,22.02000000000004,,-0.01,21.3,0.0,0.0,,,14-09-18 09:00,0.0,14-09-18 09:00,943.0,9343.585,5445.8690000000015,8316.0,327.685,130.872,299.075,14-09-18,,,0
6154,10,60.1,59.4,62.0,62.7,63.8,2018-09-14 10:00:00,4,61.897748745396434,,,,,23.0,,-0.004,24.3,0.0,0.0,,,14-09-18 10:00,0.0,14-09-18 10:00,935.0,8307.002,4335.681,7584.0,337.52100000000013,137.181,302.05999999999995,14-09-18,,,0
6155,11,62.2,63.0,63.7,62.9,62.7,2018-09-14 11:00:00,4,62.92743704040012,,,,,24.27000000000004,,-0.001,27.0,0.0,0.0,,6.0,14-09-18 11:00,0.0,14-09-18 11:00,960.0,8053.575,4317.755,7452.0,340.564,142.98399999999995,299.74,14-09-18,,,0
6156,12,59.9,60.3,62.0,63.1,62.8,2018-09-14 12:00:00,4,61.80747806400808,,,,,25.850000000000023,,-0.006,28.03333333333333,0.0,0.0,,90.0,14-09-18 12:00,1.0,14-09-18 12:00,961.0,8637.213,4700.450000000002,7974.0,336.49699999999996,145.779,298.4000000000001,14-09-18,,,0
6157,13,61.0,60.8,60.3,62.4,64.2,2018-09-14 13:00:00,4,61.98699853085963,,,,,26.04000000000002,,0.002,28.43333333333333,0.0,0.0,,,14-09-18 13:00,0.0,14-09-18 13:00,972.0,8075.089,4613.405,7428.0,342.39099999999996,149.64999999999995,301.64,14-09-18,,,0
6158,14,61.1,58.9,60.8,62.5,64.6,2018-09-14 14:00:00,4,62.00252358029778,,,,,27.280000000000033,,0.002,28.43333333333333,0.0,0.0,36.0,,14-09-18 14:00,0.0,14-09-18 14:00,943.0,8449.218,4859.960999999998,7536.0,338.741,144.757,299.675,14-09-18,,,0
6159,15,61.1,60.6,60.9,62.6,64.5,2018-09-14 15:00:00,4,62.20356858822316,,,,,26.730000000000015,,-0.001,27.5,0.0,0.0,54.0,,14-09-18 15:00,0.0,14-09-18 15:00,921.0,8712.502,4687.247,8052.0,337.46400000000006,148.50000000000003,297.285,14-09-18,,,0
6160,16,60.6,60.4,60.4,63.0,64.3,2018-09-14 16:00:00,4,62.05632335563345,,,,,26.43000000000001,,0.004,28.66666666666667,0.0,0.0,,,14-09-18 16:00,0.0,14-09-18 16:00,922.0,9354.92,5288.556,8508.0,333.673,147.41899999999995,296.7750000000001,14-09-18,,,0
6161,17,60.3,60.3,60.0,63.1,64.2,2018-09-14 17:00:00,4,61.93961453576266,,,,,25.550000000000008,,0.0,27.33333333333333,0.0,0.0,,12.0,14-09-18 17:00,0.0,14-09-18 17:00,916.0,10632.386999999999,6399.411,9672.0,304.10400000000004,130.7,278.71500000000003,14-09-18,,,0
6162,18,61.5,59.9,64.2,62.6,63.9,2018-09-14 18:00:00,4,62.69253809413207,,,,,23.75,,0.004,26.633333333333336,0.0,0.0,6.0,24.0,14-09-18 18:00,0.0,14-09-18 18:00,932.0,10886.22,6619.134,9468.0,296.895,122.79700000000001,277.37,14-09-18,,,0
6163,19,62.1,60.5,61.5,62.8,62.6,2018-09-14 19:00:00,4,61.97640400410983,,,,,22.050000000000008,,0.02,24.4,0.0,0.0,6.0,108.0,14-09-18 19:00,0.0,14-09-18 19:00,948.0,9920.247,5917.307000000002,8712.0,315.664,138.20000000000002,286.535,14-09-18,,,0
6164,20,62.4,59.7,60.3,63.2,62.5,2018-09-14 20:00:00,4,61.82423211300139,,,,,21.430000000000007,,-0.014,22.0,0.0,0.0,,12.0,14-09-18 20:00,0.0,14-09-18 20:00,1091.0,7239.153,4557.76,6456.0,342.4980000000001,147.254,296.865,14-09-18,,,0
6165,21,60.6,59.0,65.2,62.8,60.5,2018-09-14 21:00:00,4,62.19127057787729,,,,,20.94,,-0.01,20.9,0.0,0.0,6.0,,14-09-18 21:00,0.0,14-09-18 21:00,1081.0,4848.05,3087.167000000001,4422.0,358.66800000000006,152.405,312.07,14-09-18,,,0
6166,22,63.5,59.9,70.4,62.5,61.3,2018-09-14 22:00:00,4,65.39276445928408,,,,,21.02000000000004,,0.0,20.5,0.0,0.0,12.0,6.0,14-09-18 22:00,0.0,14-09-18 22:00,913.0,4950.773000000001,3148.1030000000005,4476.0,398.079,154.85399999999996,364.87,14-09-18,,,0
6167,23,68.7,62.9,76.0,63.3,61.2,2018-09-14 23:00:00,4,70.22262399357844,,,,,20.080000000000037,,0.003,20.366666666666667,0.0,0.0,72.0,,14-09-18 23:00,0.0,14-09-18 23:00,1013.0,3597.3189999999995,2306.9539999999997,3312.0,331.791,140.123,294.945,14-09-18,,,0
6168,0,70.4,64.2,77.6,63.4,60.9,2018-09-15 00:00:00,5,71.73518851889463,,,,,20.129999999999995,,0.005,19.6,0.0,0.0,66.0,,15-09-18 00:00,0.0,15-09-18 00:00,993.0,3453.6070000000004,2271.1020000000008,3150.0,379.181,147.944,342.29,15-09-18,,,0
6169,1,69.2,63.8,75.3,62.2,61.4,2018-09-15 01:00:00,5,69.79009564757038,,,,,19.620000000000005,,0.006,19.933333333333334,0.0,0.0,18.0,,15-09-18 01:00,0.0,15-09-18 01:00,1047.0,2267.2739999999994,1572.308,1986.0,357.124,146.884,313.345,15-09-18,,,0
6170,2,66.7,60.7,73.4,60.2,58.4,2018-09-15 02:00:00,5,67.70392811355417,,,,,19.360000000000014,,0.004,19.666666666666668,0.0,0.0,6.0,,15-09-18 02:00,0.0,15-09-18 02:00,1069.0,1559.976,1222.345,1260.0,369.08,162.13899999999995,323.55500000000006,15-09-18,,,0
6171,3,60.2,54.3,70.7,56.5,57.5,2018-09-15 03:00:00,5,64.49456259483868,,,,,18.740000000000013,,0.006,19.133333333333333,0.0,0.0,18.0,,15-09-18 03:00,0.0,15-09-18 03:00,1050.0,1187.2479999999996,965.205,948.0,373.486,161.759,327.475,15-09-18,,,0
6172,4,49.1,50.2,49.8,52.8,56.0,2018-09-15 04:00:00,5,52.40623325301839,,,,,19.0,,0.006,18.666666666666668,0.0,0.0,6.0,,15-09-18 04:00,0.0,15-09-18 04:00,1053.0,959.647,723.263,810.0,372.35699999999997,161.53099999999995,326.62,15-09-18,,,0
